t,i,x,y,r,theta,xK,tc,therm,dc,i
1681454068.2353885, 3.2, -0.0002517361, 4.486761e-05, 0.0002496532, 171.2014, 0, 0, 0, 80.0, 3.2
1681454073.9502904, -3.2, -0.0002287046, 3.390514e-05, 0.0002305895, 169.3634, 0, 0, 0, 80.0, 3.2
1681454079.6566541, 3.2, -0.0002455212, 4.304053e-05, 0.0002435708, 170.0037, 0, 0, 0, 80.0, 3.2
1681454085.3577428, -3.2, -0.0002191995, 3.975179e-05, 0.0002198106, 169.0395, 0, 0, 0, 80.0, 3.2
1681454091.0735483, 3.2, -0.0002510049, 4.742552e-05, 0.0002580284, 169.8447, 0, 0, 0, 80.0, 3.2
1681454096.7736607, -3.2, -0.0002246832, 4.340594e-05, 0.0002243917, 169.9934, 0, 0, 0, 80.0, 3.2
1681454107.12858, 3.2, -0.0002425966, 3.792471e-05, 0.0002406279, 169.1044, 0, 0, 0, 40.0, 3.2
1681454112.837722, -3.2, -0.0002177372, 4.194428e-05, 0.0002192453, 169.8063, 0, 0, 0, 40.0, 3.2
1681454118.556461, 3.2, -0.0002433277, 4.70601e-05, 0.0002458983, 170.3825, 0, 0, 0, 40.0, 3.2
1681454124.2503011, -3.2, -0.000221393, 3.792471e-05, 0.0002177045, 168.9437, 0, 0, 0, 40.0, 3.2
1681454129.9524891, 3.2, -0.000239672, 4.121345e-05, 0.0002409648, 169.7675, 0, 0, 0, 40.0, 3.2
1681454135.6544268, -3.2, -0.0002126191, 4.157887e-05, 0.0002191541, 168.7264, 0, 0, 0, 40.0, 3.2
1681454145.9860036, 3.2, 5.059789e-05, -4.828909e-06, 4.767413e-05, 1.195483, 0, 0, 0, 0.0, 3.2
1681454151.6625557, -3.2, 6.99736e-05, -7.752234e-06, 7.161904e-05, 355.8412, 0, 0, 0, 0.0, 3.2
1681454157.361571, 3.2, 4.657653e-05, 1.748571e-06, 4.715383e-05, 356.4244, 0, 0, 0, 0.0, 3.2
1681454163.0774622, -3.2, 7.070475e-05, -2.271e-06, 6.924717e-05, 356.2324, 0, 0, 0, 0.0, 3.2
1681454168.789292, 3.2, 3.963052e-05, 3.941064e-06, 4.043776e-05, 356.6588, 0, 0, 0, 0.0, 3.2
1681454174.5064113, -3.2, 6.704896e-05, -6.290571e-06, 6.73434e-05, 354.0218, 0, 0, 0, 0.0, 3.2
1681454184.8806067, 3.2, 4.401747e-05, 3.210233e-06, 3.971812e-05, 359.3582, 0, 0, 0, 0.0, 3.2
1681454190.5864284, -3.2, 6.339317e-05, -3.367247e-06, 6.55867e-05, 0.8792151, 0, 0, 0, 0.0, 3.2
1681454196.3199232, 3.2, 3.926495e-05, 3.941064e-06, 4.012473e-05, 6.662457, 0, 0, 0, 0.0, 3.2
1681454202.017348, -3.2, 6.375875e-05, -8.09338e-07, 6.34218e-05, 356.3224, 0, 0, 0, 0.0, 3.2
1681454207.7123017, 3.2, 3.743705e-05, -1.174753e-06, 3.782489e-05, 5.30144, 0, 0, 0, 0.0, 3.2
1681454213.426414, -3.2, 5.973738e-05, -3.001831e-06, 6.138991e-05, 355.8533, 0, 0, 0, 0.0, 3.2
1681454223.7664232, 3.2, 0.0001569814, -1.432971e-05, 0.0001617972, 355.0143, 0, 0, 0, -40.0, 3.2
1681454229.466875, -3.2, 0.0001705079, -1.39643e-05, 0.0001589954, 355.8789, 0, 0, 0, -40.0, 3.2
1681454235.170859, 3.2, 0.0001551535, -1.213722e-05, 0.0001638897, 354.8535, 0, 0, 0, -40.0, 3.2
1681454240.8652654, -3.2, 0.0001701423, -9.579311e-06, 0.0001653236, 355.2473, 0, 0, 0, -40.0, 3.2
1681454246.5784087, 3.2, 0.0001529601, -7.021403e-06, 0.0001398701, 357.1838, 0, 0, 0, -40.0, 3.2
1681454252.2789452, -3.2, 0.0001339499, -7.386818e-06, 0.0001366078, 357.5603, 0, 0, 0, -40.0, 3.2
1681454262.6342037, 3.2, 0.0001131119, -2.271e-06, 0.0001150004, 0.3380734, 0, 0, 0, -80.0, 3.2
1681454268.3264332, -3.2, 0.0001240793, -3.732663e-06, 0.0001221807, 356.4899, 0, 0, 0, -80.0, 3.2
1681454274.0464242, 3.2, 0.000101779, -4.098078e-06, 9.997343e-05, 0.9985935, 0, 0, 0, -80.0, 3.2
1681454279.7603185, -3.2, 0.0001237137, -7.021403e-06, 0.0001230392, 359.4591, 0, 0, 0, -80.0, 3.2
1681454285.4578571, 3.2, 0.0001006822, 1.383155e-06, 0.0001021496, 0.5647962, 0, 0, 0, -80.0, 3.2
1681454291.1794753, -3.2, 0.0001244449, -4.098078e-06, 0.000125649, 357.258, 0, 0, 0, -80.0, 3.2
1681454301.5305245, 3.2, 0.0001032413, -2.636416e-06, 0.0001029056, 358.0419, 0, 0, 0, -120.0, 3.2
1681454307.2274163, -3.2, 0.000122617, -3.001831e-06, 0.0001248131, 359.7986, 0, 0, 0, -120.0, 3.2
1681454312.9373417, 3.2, 0.0001047036, 2.113987e-06, 0.0001025353, 0.9737582, 0, 0, 0, -120.0, 3.2
1681454318.6211016, -3.2, 0.0001240793, -2.636416e-06, 0.0001232042, 356.8649, 0, 0, 0, -120.0, 3.2
1681454324.314746, 3.2, 9.921993e-05, -3.001831e-06, 9.996638e-05, 1.395486, 0, 0, 0, -120.0, 3.2
1681454330.0340278, -3.2, 0.000122617, -6.655986e-06, 0.0001223617, 357.4116, 0, 0, 0, -120.0, 3.2
1681454340.3836617, 3.2, 9.300508e-05, -1.905585e-06, 9.675675e-05, 2.184537, 0, 0, 0, -160.0, 3.2
1681454346.1031797, -3.2, 0.0001255416, -4.098078e-06, 0.0001245532, 357.274, 0, 0, 0, -160.0, 3.2
1681454351.8050463, 3.2, 9.483298e-05, -1.905585e-06, 9.493071e-05, 0.1726771, 0, 0, 0, -160.0, 3.2
1681454357.527414, -3.2, 0.0001178645, -7.850687e-08, 0.0001171434, 0.3132159, 0, 0, 0, -160.0, 3.2
1681454363.2420592, 3.2, 9.629529e-05, -1.540169e-06, 9.790679e-05, 3.187111, 0, 0, 0, -160.0, 3.2
1681454368.943213, -3.2, 0.0001218858, -1.174753e-06, 0.0001230773, 357.3883, 0, 0, 0, -160.0, 3.2
1681454379.26811, 3.2, 9.812319e-05, 2.844818e-06, 0.0001004254, 2.048825, 0, 0, 0, -200.0, 3.2
1681454384.9796438, -3.2, 0.0001248105, -3.001831e-06, 0.00015064, 359.3721, 0, 0, 0, -200.0, 3.2
1681454390.6613104, 3.2, 0.0001014134, -4.439225e-07, 0.0001036365, 358.7994, 0, 0, 0, -200.0, 3.2
1681454396.3461726, -3.2, 0.0001229826, -2.271e-06, 0.0001219042, 358.9326, 0, 0, 0, -200.0, 3.2
1681454402.0390627, 3.2, 0.000101779, 5.037311e-06, 9.961637e-05, 2.600187, 0, 0, 0, -200.0, 3.2
1681454407.7357304, -3.2, 0.0001291974, 2.869087e-07, 0.0001357779, 357.9126, 0, 0, 0, -200.0, 3.2
1681454418.0668938, 3.2, 0.0001032413, -1.540169e-06, 0.0001050692, 359.9547, 0, 0, 0, -200.0, 3.2
1681454423.7660267, -3.2, 0.0001840343, -9.944727e-06, 0.0001658154, 358.4676, 0, 0, 0, -200.0, 3.2
1681454429.4489033, 3.2, 0.0001335844, 1.01774e-06, 0.0001390683, 357.5603, 0, 0, 0, -200.0, 3.2
1681454435.1488898, -3.2, 0.0001471108, -6.655986e-06, 0.0001454525, 358.9733, 0, 0, 0, -200.0, 3.2
1681454440.8703046, 3.2, 0.0001185956, 3.941064e-06, 0.0001182318, 1.536345, 0, 0, 0, -200.0, 3.2
1681454446.572296, -3.2, 0.0001474764, 2.869087e-07, 0.0001410363, 0.1140098, 0, 0, 0, -200.0, 3.2
1681454456.9504852, 3.2, 0.0001361434, -2.636416e-06, 0.0001251939, 358.9514, 0, 0, 0, -160.0, 3.2
1681454462.686413, -3.2, 0.0001361434, -4.463493e-06, 0.0001380435, 359.9685, 0, 0, 0, -160.0, 3.2
1681454468.4074125, 3.2, 0.0001076282, -7.850687e-08, 0.0001083598, 1.928982, 0, 0, 0, -160.0, 3.2
1681454474.1146488, -3.2, 0.0001332188, -3.367247e-06, 0.0001288519, 0.5948569, 0, 0, 0, -160.0, 3.2
1681454479.8346634, 3.2, 0.0001185956, 1.748571e-06, 0.0001189904, 359.065, 0, 0, 0, -160.0, 3.2
1681454485.5503175, -3.2, 0.000132122, -4.098078e-06, 0.0001354983, 357.7548, 0, 0, 0, -160.0, 3.2
1681454495.9024837, 3.2, 0.0001105529, 2.869087e-07, 0.0001111307, 0.1506878, 0, 0, 0, -120.0, 3.2
1681454501.6298287, -3.2, 0.0001811097, -7.752234e-06, 0.0001643751, 358.6658, 0, 0, 0, -120.0, 3.2
1681454507.33444, 3.2, 0.0001354123, 1.383155e-06, 0.0001379936, 359.808, 0, 0, 0, -120.0, 3.2
1681454513.0364735, -3.2, 0.0001661209, -5.194325e-06, 0.0001567572, 359.3062, 0, 0, 0, -120.0, 3.2
1681454518.7603648, 3.2, 0.0001255416, 4.30648e-06, 0.0001270043, 358.3068, 0, 0, 0, -120.0, 3.2
1681454524.4574895, -3.2, 0.0001493043, -5.55974e-06, 0.0001496931, 357.466, 0, 0, 0, -120.0, 3.2
1681454534.8103065, 3.2, 0.0001266384, -3.367247e-06, 0.0001200955, 1.329072, 0, 0, 0, -80.0, 3.2
1681454540.534418, -3.2, 0.0001452829, -5.194325e-06, 0.0001489401, 358.6855, 0, 0, 0, -80.0, 3.2
1681454546.2230153, 3.2, 0.0001149398, 1.383155e-06, 0.0001193803, 2.242105, 0, 0, 0, -80.0, 3.2
1681454551.9030352, -3.2, 0.0001514977, -3.732663e-06, 0.0001501253, 359.6997, 0, 0, 0, -80.0, 3.2
1681454557.6003969, 3.2, 0.0001178645, 6.523243e-07, 0.0001090936, 0.3325747, 0, 0, 0, -80.0, 3.2
1681454563.2924137, -3.2, 0.0001884212, -6.655986e-06, 0.0001945439, 355.8497, 0, 0, 0, -80.0, 3.2
1681454573.637291, 3.2, 0.0001595405, -9.213896e-06, 0.0001616745, 356.7394, 0, 0, 0, -40.0, 3.2
1681454579.3363576, -3.2, 0.000182572, -5.925156e-06, 0.0001822214, 357.8194, 0, 0, 0, -40.0, 3.2
1681454585.0513225, 3.2, 0.0001683144, -5.194325e-06, 0.0001694799, 356.5666, 0, 0, 0, -40.0, 3.2
1681454590.7448146, -3.2, 0.0001946361, -1.031014e-05, 0.0001952023, 356.3163, 0, 0, 0, -40.0, 3.2
1681454596.4474254, 3.2, 0.0001939049, -8.117649e-06, 0.0001908553, 357.6975, 0, 0, 0, -40.0, 3.2
1681454602.156904, -3.2, 0.0002045067, -1.104097e-05, 0.0002121252, 357.1827, 0, 0, 0, -40.0, 3.2
1681454612.51318, 3.2, 7.947865e-05, 2.113987e-06, 8.352678e-05, 359.9449, 0, 0, 0, 0.0, 3.2
1681454618.2377396, -3.2, 0.0001036069, -7.850687e-08, 0.0001059105, 358.1958, 0, 0, 0, 0.0, 3.2
1681454623.9353867, 3.2, 8.276886e-05, 1.383155e-06, 7.948733e-05, 359.1453, 0, 0, 0, 0.0, 3.2
1681454629.641645, -3.2, 0.0001036069, 6.523243e-07, 0.0001120214, 359.3952, 0, 0, 0, 0.0, 3.2
1681454635.3418941, 3.2, 8.605907e-05, 3.575649e-06, 8.644566e-05, 0.4270354, 0, 0, 0, 0.0, 3.2
1681454641.0530434, -3.2, 0.000115671, -3.732663e-06, 0.0001120901, 356.9917, 0, 0, 0, 0.0, 3.2
