f,v,x,y,r,theta
10.0,0.11379310344827587,-2.00759e-07,3.02681e-09,2.00701e-07,179.124
10.0,0.12413793103448276,-2.18047e-07,3.43427e-09,2.18047e-07,179.088
10.0,0.13448275862068965,-2.36091e-07,3.55068e-09,2.36091e-07,179.136
10.0,0.14482758620689656,-2.53729e-07,3.78353e-09,2.53671e-07,179.136
10.0,0.15517241379310345,-2.70958e-07,4.13277e-09,2.709e-07,179.124
10.0,0.16551724137931034,-2.92379e-07,4.42381e-09,2.92379e-07,179.13
10.0,0.17586206896551723,-3.09899e-07,4.59843e-09,3.09899e-07,179.148
10.0,0.18620689655172412,-3.27536e-07,4.94768e-09,3.27478e-07,179.13
10.0,0.19655172413793104,-3.44067e-07,5.879e-09,3.44067e-07,179.016
10.0,0.20689655172413793,-3.62636e-07,5.47155e-09,3.62577e-07,179.13
10.0,0.21724137931034482,-3.79865e-07,5.879e-09,3.79807e-07,179.106
10.0,0.22758620689655173,-4.01053e-07,6.22825e-09,4.00994e-07,179.106
10.0,0.23793103448275862,-4.17816e-07,5.99542e-09,4.17816e-07,179.178
10.0,0.2482758620689655,-4.3621e-07,6.51929e-09,4.3621e-07,179.142
10.0,0.25862068965517243,-4.53847e-07,6.81032e-09,4.53847e-07,179.13
10.0,0.2689655172413793,-4.71309e-07,7.15957e-09,4.71309e-07,179.124
10.0,0.2793103448275862,-4.88948e-07,7.3924e-09,4.88948e-07,179.13
10.0,0.2896551724137931,-5.09845e-07,7.50885e-09,5.09903e-07,179.154
10.0,0.3,-5.2719e-07,7.85809e-09,5.2719e-07,179.142
30.0,0.0,-5.26201e-07,2.52622e-08,5.26725e-07,177.246
30.0,0.010344827586206896,-1.75788e-08,8.14911e-10,1.75206e-08,177.276
30.0,0.020689655172413793,-3.51577e-08,1.62982e-09,3.51577e-08,177.282
30.0,0.03103448275862069,-5.27364e-08,2.50294e-09,5.27364e-08,177.246
30.0,0.041379310344827586,-7.02571e-08,3.31785e-09,7.02571e-08,177.258
30.0,0.05172413793103448,-9.12701e-08,4.3656e-09,9.13283e-08,177.24
30.0,0.06206896551724138,-1.08791e-07,5.18051e-09,1.08849e-07,177.246
30.0,0.07241379310344828,-1.26312e-07,5.99542e-09,1.2637e-07,177.264
30.0,0.08275862068965517,-1.43832e-07,6.86853e-09,1.43948e-07,177.252
30.0,0.09310344827586206,-1.61294e-07,7.74168e-09,1.61469e-07,177.246
30.0,0.10344827586206896,-1.78698e-07,8.49838e-09,1.78873e-07,177.264
30.0,0.11379310344827587,-1.99828e-07,9.54611e-09,2.00002e-07,177.252
30.0,0.12413793103448276,-2.17348e-07,1.04192e-08,2.17581e-07,177.252
30.0,0.13448275862068965,-2.34811e-07,1.12341e-08,2.35043e-07,177.252
30.0,0.14482758620689656,-2.52274e-07,1.2049e-08,2.52507e-07,177.252
30.0,0.15517241379310345,-2.69794e-07,1.29222e-08,2.70085e-07,177.246
30.0,0.16551724137931034,-2.90749e-07,1.39117e-08,2.9104e-07,177.258
30.0,0.17586206896551723,-3.0792e-07,1.51923e-08,3.0827e-07,177.174
30.0,0.18620689655172412,-3.25732e-07,1.55998e-08,3.26023e-07,177.252
30.0,0.19655172413793104,-3.42903e-07,1.58908e-08,3.43194e-07,177.348
30.0,0.20689655172413793,-3.60656e-07,1.72878e-08,3.61006e-07,177.252
30.0,0.21724137931034482,-3.78061e-07,1.82773e-08,3.7841e-07,177.228
30.0,0.22758620689655173,-3.98899e-07,1.91504e-08,3.99306e-07,177.252
30.0,0.23793103448275862,-4.16478e-07,1.99653e-08,4.16885e-07,177.252
30.0,0.2482758620689655,-4.3394e-07,2.07802e-08,4.34406e-07,177.252
30.0,0.25862068965517243,-4.50122e-07,2.18862e-08,4.50587e-07,177.21
