[[DESCRIPTION]]
IV34DC

[[DATA]]
Voltage (V)	Current (A)	Time (s)	Status
-2.000879E+00	-2.581329E-06	+2.184668E+01	2PT  
-2.201141E+00	-2.839728E-06	+2.206641E+01	2PT  
-2.401070E+00	-3.097683E-06	+2.228613E+01	2PT  
-2.600986E+00	-3.355789E-06	+2.250879E+01	2PT  
-2.801009E+00	-3.614225E-06	+2.273340E+01	2PT  
-3.001045E+00	-3.872156E-06	+2.295801E+01	2PT  
-3.201076E+00	-4.131187E-06	+2.317773E+01	2PT  
-3.401353E+00	-4.388947E-06	+2.340137E+01	2PT  
-3.601347E+00	-4.646837E-06	+2.362500E+01	2PT  
-3.801397E+00	-4.905199E-06	+2.384375E+01	2PT  
-4.001384E+00	-5.163256E-06	+2.407031E+01	2PT  
-4.201324E+00	-5.421232E-06	+2.429102E+01	2PT  
-4.401276E+00	-5.679447E-06	+2.451172E+01	2PT  
-4.601508E+00	-5.938031E-06	+2.473145E+01	2PT  
-4.801368E+00	-6.195822E-06	+2.495020E+01	2PT  
-5.001284E+00	-6.453884E-06	+2.517480E+01	2PT  
-5.001280E+00	-6.453775E-06	+2.539551E+01	2PT  
-4.801368E+00	-6.195477E-06	+2.561523E+01	2PT  
-4.601504E+00	-5.937532E-06	+2.583789E+01	2PT  
-4.401278E+00	-5.679061E-06	+2.606250E+01	2PT  
-4.201327E+00	-5.420914E-06	+2.628223E+01	2PT  
-4.001385E+00	-5.162945E-06	+2.650195E+01	2PT  
-3.801391E+00	-4.904815E-06	+2.672266E+01	2PT  
-3.601342E+00	-4.646502E-06	+2.694434E+01	2PT  
-3.401356E+00	-4.388615E-06	+2.716895E+01	2PT  
-3.201081E+00	-4.129963E-06	+2.739160E+01	2PT  
-3.001052E+00	-3.871684E-06	+2.761621E+01	2PT  
-2.801011E+00	-3.613585E-06	+2.783594E+01	2PT  
-2.600991E+00	-3.355420E-06	+2.805566E+01	2PT  
-2.401072E+00	-3.097373E-06	+2.827539E+01	2PT  
-2.201140E+00	-2.839308E-06	+2.849512E+01	2PT  
-2.000883E+00	-2.580843E-06	+2.872070E+01	2PT  
-1.801000E+00	-2.322864E-06	+2.894141E+01	2PT  
-1.601034E+00	-2.064764E-06	+2.916016E+01	2PT  
-1.401095E+00	-1.806561E-06	+2.937891E+01	2PT  
-1.201128E+00	-1.548433E-06	+2.959766E+01	2PT  
-1.001141E+00	-1.290203E-06	+2.981543E+01	2PT  
-8.010811E-01	-1.032285E-06	+3.003516E+01	2PT  
-6.008438E-01	-7.745576E-07	+3.048535E+01	2PT  
-4.008598E-01	-5.164035E-07	+3.069531E+01	2PT  
-2.007605E-01	-2.581383E-07	+3.091504E+01	2PT  
-7.235857E-04	+1.390434E-10	+3.113477E+01	2PT  
+1.998560E-01	+2.592070E-07	+3.136133E+01	2PT  
+3.999145E-01	+5.173807E-07	+3.157520E+01	2PT  
+6.002699E-01	+7.760177E-07	+3.179395E+01	2PT  
+8.000655E-01	+1.033913E-06	+3.201367E+01	2PT  
+1.000142E+00	+1.292397E-06	+3.245996E+01	2PT  
+1.200139E+00	+1.550449E-06	+3.267090E+01	2PT  
+1.400063E+00	+1.808601E-06	+3.288965E+01	2PT  
+1.599981E+00	+2.066533E-06	+3.310938E+01	2PT  
+1.800244E+00	+2.324936E-06	+3.332910E+01	2PT  
+2.000097E+00	+2.582822E-06	+3.355371E+01	2PT  
+2.200020E+00	+2.840892E-06	+3.377441E+01	2PT  
+2.399913E+00	+3.098897E-06	+3.399414E+01	2PT  
+2.599822E+00	+3.356896E-06	+3.421387E+01	2PT  
+2.800138E+00	+3.615424E-06	+3.443359E+01	2PT  
+3.000170E+00	+3.873561E-06	+3.465332E+01	2PT  
+3.200158E+00	+4.131653E-06	+3.487402E+01	2PT  
+3.400096E+00	+4.389695E-06	+3.509277E+01	2PT  
+3.600070E+00	+4.647797E-06	+3.531250E+01	2PT  
+3.800423E+00	+4.906366E-06	+3.553223E+01	2PT  
+4.000403E+00	+5.164472E-06	+3.575195E+01	2PT  
+4.200326E+00	+5.422499E-06	+3.597266E+01	2PT  
+4.400267E+00	+5.680550E-06	+3.619336E+01	2PT  
+4.600135E+00	+5.938495E-06	+3.641699E+01	2PT  
+4.800319E+00	+6.196872E-06	+3.663477E+01	2PT  
+5.000224E+00	+6.454872E-06	+3.685547E+01	2PT  
+5.000228E+00	+6.454789E-06	+3.707422E+01	2PT  
+4.800323E+00	+6.196648E-06	+3.729395E+01	2PT  
+4.600139E+00	+5.938258E-06	+3.751270E+01	2PT  
+4.400271E+00	+5.680168E-06	+3.773242E+01	2PT  
+4.200325E+00	+5.422072E-06	+3.795215E+01	2PT  
+4.000401E+00	+5.164040E-06	+3.817188E+01	2PT  
+3.800425E+00	+4.905869E-06	+3.839258E+01	2PT  
+3.600070E+00	+4.647308E-06	+3.861035E+01	2PT  
+3.400096E+00	+4.389231E-06	+3.882910E+01	2PT  
+3.200157E+00	+4.131140E-06	+3.905078E+01	2PT  
+3.000168E+00	+3.873028E-06	+3.927539E+01	2PT  
+2.800140E+00	+3.614836E-06	+3.949316E+01	2PT  
+2.599821E+00	+3.356304E-06	+3.971289E+01	2PT  
+2.399911E+00	+3.098267E-06	+3.993555E+01	2PT  
+2.200017E+00	+2.840292E-06	+4.016309E+01	2PT  
+2.000093E+00	+2.582277E-06	+4.038770E+01	2PT  
+1.800244E+00	+2.324228E-06	+4.060840E+01	2PT  
+1.599980E+00	+2.065781E-06	+4.083008E+01	2PT  
+1.400051E+00	+1.807752E-06	+4.105371E+01	2PT  
+1.200136E+00	+1.549828E-06	+4.127539E+01	2PT  
+1.000141E+00	+1.291691E-06	+4.149902E+01	2PT  
+8.001133E-01	+1.033556E-06	+4.171973E+01	2PT  
+6.002666E-01	+7.754815E-07	+4.216797E+01	2PT  
+3.999095E-01	+5.168133E-07	+4.237793E+01	2PT  
+1.998550E-01	+2.585707E-07	+4.259766E+01	2PT  
-1.604571E-04	+3.617671E-10	+4.281836E+01	2PT  
-2.007724E-01	-2.586100E-07	+4.304199E+01	2PT  
-4.008768E-01	-5.168901E-07	+4.325879E+01	2PT  
-6.008552E-01	-7.749937E-07	+4.348340E+01	2PT  
-8.013343E-01	-1.033695E-06	+4.370312E+01	2PT  
-1.001148E+00	-1.290861E-06	+4.414941E+01	2PT  
-1.201137E+00	-1.549195E-06	+4.435937E+01	2PT  
-1.401107E+00	-1.807020E-06	+4.457910E+01	2PT  
-1.601037E+00	-2.065159E-06	+4.479980E+01	2PT  
-1.801013E+00	-2.323334E-06	+4.502246E+01	2PT  
-2.000885E+00	-2.581203E-06	+4.524805E+01	2PT  
-2.201147E+00	-2.839576E-06	+4.547070E+01	2PT  
-2.401076E+00	-3.097681E-06	+4.569531E+01	2PT  
-2.600999E+00	-3.355720E-06	+4.591602E+01	2PT  
-2.801020E+00	-3.613890E-06	+4.614063E+01	2PT  
-3.001056E+00	-3.871972E-06	+4.636523E+01	2PT  
-3.201086E+00	-4.130096E-06	+4.658594E+01	2PT  
-3.401364E+00	-4.388580E-06	+4.680566E+01	2PT  
-3.601352E+00	-4.646642E-06	+4.702539E+01	2PT  
-3.801397E+00	-4.904825E-06	+4.724805E+01	2PT  
-4.001388E+00	-5.162919E-06	+4.747363E+01	2PT  
-4.201329E+00	-5.420904E-06	+4.769141E+01	2PT  
-4.401284E+00	-5.678965E-06	+4.791211E+01	2PT  
-4.601513E+00	-5.937419E-06	+4.812988E+01	2PT  
-4.801375E+00	-6.195360E-06	+4.835156E+01	2PT  
-5.001287E+00	-6.453354E-06	+4.857617E+01	2PT  
-5.001285E+00	-6.453247E-06	+4.879688E+01	2PT  
-4.801371E+00	-6.195090E-06	+4.901855E+01	2PT  
-4.601510E+00	-5.937087E-06	+4.924316E+01	2PT  
-4.401280E+00	-5.678639E-06	+4.946289E+01	2PT  
-4.201328E+00	-5.420560E-06	+4.968555E+01	2PT  
-4.001387E+00	-5.162519E-06	+4.991016E+01	2PT  
-3.801397E+00	-4.904412E-06	+5.012988E+01	2PT  
-3.601347E+00	-4.646192E-06	+5.035254E+01	2PT  
-3.401360E+00	-4.388096E-06	+5.057715E+01	2PT  
-3.201082E+00	-4.129608E-06	+5.079688E+01	2PT  
-3.001057E+00	-3.871443E-06	+5.101660E+01	2PT  
-2.801016E+00	-3.613275E-06	+5.123730E+01	2PT  
-2.600999E+00	-3.355116E-06	+5.145898E+01	2PT  
-2.401075E+00	-3.097158E-06	+5.168457E+01	2PT  
-2.201143E+00	-2.838711E-06	+5.190332E+01	2PT  
-2.000881E+00	-2.580293E-06	+5.212305E+01	2PT  
-1.801012E+00	-2.322683E-06	+5.234082E+01	2PT  
-1.601042E+00	-2.064723E-06	+5.256250E+01	2PT  
-1.401109E+00	-1.806611E-06	+5.278613E+01	2PT  
-1.201141E+00	-1.548297E-06	+5.300586E+01	2PT  
-1.001154E+00	-1.290270E-06	+5.323145E+01	2PT  
-8.011007E-01	-1.032310E-06	+5.345215E+01	2PT  
-6.008554E-01	-7.744834E-07	+5.390137E+01	2PT  
-4.008686E-01	-5.163199E-07	+5.411133E+01	2PT  
-2.007629E-01	-2.580453E-07	+5.433105E+01	2PT  
-7.334177E-04	+1.561642E-10	+5.455078E+01	2PT  
+1.998492E-01	+2.591046E-07	+5.477637E+01	2PT  
+3.999057E-01	+5.173619E-07	+5.499023E+01	2PT  
+6.002671E-01	+7.759700E-07	+5.520898E+01	2PT  
+8.000576E-01	+1.033846E-06	+5.542773E+01	2PT  
+1.000143E+00	+1.292269E-06	+5.587402E+01	2PT  
+1.200135E+00	+1.550312E-06	+5.608496E+01	2PT  
+1.400053E+00	+1.808288E-06	+5.630273E+01	2PT  
+1.599972E+00	+2.066295E-06	+5.652441E+01	2PT  
+1.800235E+00	+2.324744E-06	+5.674902E+01	2PT  
+2.000092E+00	+2.582647E-06	+5.696777E+01	2PT  
+2.200014E+00	+2.840662E-06	+5.718555E+01	2PT  
+2.399910E+00	+3.098611E-06	+5.740918E+01	2PT  
+2.599820E+00	+3.356593E-06	+5.763281E+01	2PT  
+2.800144E+00	+3.615115E-06	+5.785156E+01	2PT  
+3.000168E+00	+3.873269E-06	+5.807812E+01	2PT  
+3.200160E+00	+4.131341E-06	+5.829883E+01	2PT  
+3.400098E+00	+4.389364E-06	+5.852051E+01	2PT  
+3.600065E+00	+4.647443E-06	+5.874707E+01	2PT  
+3.800421E+00	+4.905955E-06	+5.897168E+01	2PT  
+4.000401E+00	+5.163632E-06	+5.918945E+01	2PT  
+4.200326E+00	+5.422008E-06	+5.940918E+01	2PT  
+4.400265E+00	+5.680181E-06	+5.962988E+01	2PT  
+4.600130E+00	+5.937868E-06	+5.985352E+01	2PT  
+4.800321E+00	+6.197136E-06	+6.007324E+01	2PT  
+5.000228E+00	+6.454793E-06	+6.029102E+01	2PT  
+5.000230E+00	+6.454330E-06	+6.051172E+01	2PT  
+4.800322E+00	+6.196220E-06	+6.073145E+01	2PT  
+4.600133E+00	+5.937760E-06	+6.095215E+01	2PT  
+4.400266E+00	+5.679727E-06	+6.117676E+01	2PT  
+4.200325E+00	+5.421638E-06	+6.139746E+01	2PT  
+4.000403E+00	+5.163617E-06	+6.162207E+01	2PT  
+3.800428E+00	+4.905552E-06	+6.184082E+01	2PT  
+3.600075E+00	+4.647000E-06	+6.206250E+01	2PT  
+3.400106E+00	+4.388935E-06	+6.229004E+01	2PT  
+3.200166E+00	+4.130899E-06	+6.251465E+01	2PT  
+3.000171E+00	+3.872811E-06	+6.273438E+01	2PT  
+2.800150E+00	+3.614610E-06	+6.295410E+01	2PT  
+2.599822E+00	+3.356086E-06	+6.317285E+01	2PT  
+2.399910E+00	+3.098034E-06	+6.339453E+01	2PT  
+2.200016E+00	+2.839693E-06	+6.361914E+01	2PT  
+2.000096E+00	+2.581513E-06	+6.383789E+01	2PT  
+1.800239E+00	+2.323952E-06	+6.405566E+01	2PT  
+1.599970E+00	+2.065735E-06	+6.427539E+01	2PT  
+1.400053E+00	+1.807717E-06	+6.449512E+01	2PT  
+1.200133E+00	+1.549521E-06	+6.471387E+01	2PT  
+1.000137E+00	+1.291316E-06	+6.493652E+01	2PT  
+8.001074E-01	+1.033495E-06	+6.515332E+01	2PT  
+6.002728E-01	+7.754447E-07	+6.561133E+01	2PT  
+3.999057E-01	+5.167802E-07	+6.582129E+01	2PT  
+1.998475E-01	+2.585519E-07	+6.604102E+01	2PT  
-1.675766E-04	+3.689375E-10	+6.626172E+01	2PT  
-2.007774E-01	-2.585710E-07	+6.647949E+01	2PT  
-4.008801E-01	-5.168649E-07	+6.669922E+01	2PT  
-6.008621E-01	-7.751751E-07	+6.691895E+01	2PT  
-8.006317E-01	-1.032907E-06	+6.713867E+01	2PT  
-1.001152E+00	-1.290916E-06	+6.758594E+01	2PT  
-1.201141E+00	-1.549070E-06	+6.779883E+01	2PT  
-1.401108E+00	-1.807027E-06	+6.802344E+01	2PT  
-1.601037E+00	-2.065027E-06	+6.824316E+01	2PT  
-1.801005E+00	-2.323114E-06	+6.846582E+01	2PT  
-2.000878E+00	-2.580982E-06	+6.869043E+01	2PT  
-2.201145E+00	-2.839429E-06	+6.890918E+01	2PT  
-2.401075E+00	-3.097459E-06	+6.912695E+01	2PT  
-2.600993E+00	-3.355403E-06	+6.934863E+01	2PT  
-2.801015E+00	-3.613638E-06	+6.957324E+01	2PT  
-3.001055E+00	-3.871732E-06	+6.979199E+01	2PT  
-3.201083E+00	-4.129800E-06	+7.001172E+01	2PT  
-3.401358E+00	-4.388022E-06	+7.023438E+01	2PT  
-3.601346E+00	-4.646294E-06	+7.045898E+01	2PT  
-3.801396E+00	-4.904393E-06	+7.068164E+01	2PT  
-4.001386E+00	-5.162484E-06	+7.090625E+01	2PT  
-4.201326E+00	-5.420398E-06	+7.112598E+01	2PT  
-4.401283E+00	-5.678539E-06	+7.134570E+01	2PT  
-4.601513E+00	-5.936838E-06	+7.156543E+01	2PT  
-4.801377E+00	-6.194607E-06	+7.178809E+01	2PT  
-5.001289E+00	-6.453155E-06	+7.201270E+01	2PT  


[[PARAMS]]
DeviceArea=1.0000000000E+0
Slope neighborhood=1.0000000000E+0
LateralCorrectionFactor=1.0000000000E+0
Sample thickness=5.0000000000E+2
IncidentSpectrum=1.0000000000E+2
FourProbeSpacing=2.2900000000E+3
Max flicker=5.0000000000E+0
IdCrappyFit=TRUE
TemperatureK=3.0000000000E+2

