[[DESCRIPTION]]
IV12DC

[[DATA]]
Voltage (V)	Current (A)	Time (s)	Status
-4.904693E+00	-9.999927E-06	+4.622461E+01	COMPL  2PT  
-4.904694E+00	-9.999930E-06	+4.664941E+01	COMPL  2PT  
-4.801444E+00	-9.789372E-06	+4.707422E+01	2PT  
-4.601578E+00	-9.381780E-06	+4.750879E+01	2PT  
-4.401345E+00	-8.973447E-06	+4.793457E+01	2PT  
-4.201389E+00	-8.565664E-06	+4.836719E+01	2PT  
-4.001444E+00	-8.157893E-06	+4.879297E+01	2PT  
-3.801449E+00	-7.750014E-06	+4.922656E+01	2PT  
-3.601403E+00	-7.342063E-06	+4.965234E+01	2PT  
-3.401412E+00	-6.934228E-06	+5.008594E+01	2PT  
-3.201126E+00	-6.525782E-06	+5.051172E+01	2PT  
-3.001096E+00	-6.117867E-06	+5.093555E+01	2PT  
-2.801052E+00	-5.709902E-06	+5.136133E+01	2PT  
-2.601032E+00	-5.302023E-06	+5.178711E+01	2PT  
-2.401108E+00	-4.894339E-06	+5.221289E+01	2PT  
-2.201172E+00	-4.486618E-06	+5.263672E+01	2PT  
-2.000906E+00	-4.078208E-06	+5.306152E+01	2PT  
-1.801033E+00	-3.670630E-06	+5.348730E+01	2PT  
-1.601067E+00	-3.262824E-06	+5.391211E+01	2PT  
-1.401133E+00	-2.855147E-06	+5.433594E+01	2PT  
-1.201162E+00	-2.447364E-06	+5.476074E+01	2PT  
-1.001169E+00	-2.039558E-06	+5.518652E+01	2PT  
-8.011079E-01	-1.631611E-06	+5.561133E+01	2PT  
-6.007288E-01	-1.223008E-06	+5.603613E+01	2PT  
-4.009312E-01	-8.162567E-07	+5.668262E+01	2PT  
-2.008044E-01	-4.080777E-07	+5.710840E+01	2PT  
-7.435830E-04	-5.735011E-11	+5.754102E+01	2PT  
+1.998852E-01	+4.091521E-07	+5.796680E+01	2PT  
+3.999668E-01	+8.172452E-07	+5.840039E+01	2PT  
+6.001673E-01	+1.225693E-06	+5.904395E+01	2PT  
+8.001262E-01	+1.633382E-06	+5.946973E+01	2PT  
+1.000151E+00	+2.041261E-06	+5.990234E+01	2PT  
+1.200151E+00	+2.449060E-06	+6.032715E+01	2PT  
+1.400077E+00	+2.856744E-06	+6.075977E+01	2PT  
+1.599999E+00	+3.264513E-06	+6.118555E+01	2PT  
+1.800261E+00	+3.672695E-06	+6.161133E+01	2PT  
+2.000120E+00	+4.080214E-06	+6.203711E+01	2PT  
+2.200051E+00	+4.487905E-06	+6.247070E+01	2PT  
+2.399947E+00	+4.895514E-06	+6.290234E+01	2PT  
+2.599855E+00	+5.303023E-06	+6.332813E+01	2PT  
+2.800177E+00	+5.711540E-06	+6.376172E+01	2PT  
+3.000214E+00	+6.119501E-06	+6.418750E+01	2PT  
+3.200212E+00	+6.527227E-06	+6.461230E+01	2PT  
+3.400149E+00	+6.934993E-06	+6.503711E+01	2PT  
+3.600126E+00	+7.342772E-06	+6.546289E+01	2PT  
+3.800477E+00	+7.751286E-06	+6.589648E+01	2PT  
+4.000460E+00	+8.158876E-06	+6.632227E+01	2PT  
+4.200383E+00	+8.566747E-06	+6.674805E+01	2PT  
+4.400329E+00	+8.974490E-06	+6.717285E+01	2PT  
+4.600200E+00	+9.382082E-06	+6.760547E+01	2PT  
+4.800384E+00	+9.790292E-06	+6.803125E+01	2PT  
+4.903110E+00	+9.999729E-06	+6.845605E+01	COMPL  2PT  
+4.903121E+00	+9.999731E-06	+6.888965E+01	COMPL  2PT  
+4.800388E+00	+9.790240E-06	+6.931445E+01	2PT  
+4.600204E+00	+9.381958E-06	+6.974023E+01	2PT  
+4.400339E+00	+8.974372E-06	+7.016602E+01	2PT  
+4.200393E+00	+8.566639E-06	+7.059180E+01	2PT  
+4.000465E+00	+8.158912E-06	+7.101758E+01	2PT  
+3.800478E+00	+7.751081E-06	+7.145117E+01	2PT  
+3.600122E+00	+7.342523E-06	+7.187695E+01	2PT  
+3.400148E+00	+6.934712E-06	+7.231055E+01	2PT  
+3.200216E+00	+6.527009E-06	+7.273535E+01	2PT  
+3.000215E+00	+6.119139E-06	+7.315918E+01	2PT  
+2.800185E+00	+5.711232E-06	+7.358496E+01	2PT  
+2.599862E+00	+5.302719E-06	+7.401074E+01	2PT  
+2.399949E+00	+4.895076E-06	+7.443652E+01	2PT  
+2.200054E+00	+4.487484E-06	+7.486230E+01	2PT  
+2.000125E+00	+4.079813E-06	+7.528809E+01	2PT  
+1.800272E+00	+3.672296E-06	+7.571191E+01	2PT  
+1.600006E+00	+3.263933E-06	+7.613672E+01	2PT  
+1.400078E+00	+2.856290E-06	+7.657031E+01	2PT  
+1.200150E+00	+2.448630E-06	+7.699609E+01	2PT  
+1.000151E+00	+2.040827E-06	+7.742871E+01	2PT  
+8.001198E-01	+1.632979E-06	+7.785352E+01	2PT  
+6.001637E-01	+1.225261E-06	+7.827930E+01	2PT  
+3.999633E-01	+8.168734E-07	+7.893359E+01	2PT  
+1.998807E-01	+4.088186E-07	+7.935840E+01	2PT  
-1.509588E-04	+8.455396E-10	+7.978320E+01	2PT  
-2.008120E-01	-4.083586E-07	+8.020898E+01	2PT  
-4.009502E-01	-8.165376E-07	+8.064258E+01	2PT  
-6.007408E-01	-1.223141E-06	+8.128418E+01	2PT  
-8.011237E-01	-1.631801E-06	+8.171680E+01	2PT  
-1.001185E+00	-2.039679E-06	+8.214258E+01	2PT  
-1.201172E+00	-2.447413E-06	+8.256836E+01	2PT  
-1.401140E+00	-2.855095E-06	+8.300000E+01	2PT  
-1.601075E+00	-3.262727E-06	+8.342480E+01	2PT  
-1.801050E+00	-3.670426E-06	+8.384961E+01	2PT  
-2.000921E+00	-4.077966E-06	+8.428223E+01	2PT  
-2.201185E+00	-4.486189E-06	+8.470605E+01	2PT  
-2.401119E+00	-4.893805E-06	+8.513086E+01	2PT  
-2.601043E+00	-5.301446E-06	+8.555664E+01	2PT  
-2.801065E+00	-5.709241E-06	+8.599023E+01	2PT  
-3.001110E+00	-6.117094E-06	+8.641602E+01	2PT  
-3.201139E+00	-6.524906E-06	+8.684180E+01	2PT  
-3.401416E+00	-6.933227E-06	+8.726660E+01	2PT  
-3.601405E+00	-7.340956E-06	+8.769141E+01	2PT  
-3.801454E+00	-7.748818E-06	+8.811523E+01	2PT  
-4.001451E+00	-8.156599E-06	+8.854102E+01	2PT  
-4.201396E+00	-8.564270E-06	+8.896484E+01	2PT  
-4.401348E+00	-8.971950E-06	+8.938965E+01	2PT  
-4.601583E+00	-9.380190E-06	+8.981445E+01	2PT  
-4.801448E+00	-9.787717E-06	+9.023926E+01	2PT  
-4.905586E+00	-9.999934E-06	+9.066406E+01	COMPL  2PT  
-4.905591E+00	-9.999932E-06	+9.108887E+01	COMPL  2PT  
-4.801443E+00	-9.787595E-06	+9.151367E+01	2PT  
-4.601576E+00	-9.380041E-06	+9.193848E+01	2PT  
-4.401342E+00	-8.971751E-06	+9.236426E+01	2PT  
-4.201387E+00	-8.564050E-06	+9.279004E+01	2PT  
-4.001440E+00	-8.156360E-06	+9.321582E+01	2PT  
-3.801447E+00	-7.748606E-06	+9.364941E+01	2PT  
-3.601393E+00	-7.340686E-06	+9.407520E+01	2PT  
-3.401406E+00	-6.932925E-06	+9.450879E+01	2PT  
-3.201127E+00	-6.524599E-06	+9.493457E+01	2PT  
-3.001098E+00	-6.116689E-06	+9.536035E+01	2PT  
-2.801054E+00	-5.708744E-06	+9.579395E+01	2PT  
-2.601029E+00	-5.301089E-06	+9.621875E+01	2PT  
-2.401112E+00	-4.893463E-06	+9.664355E+01	2PT  
-2.201177E+00	-4.485783E-06	+9.706836E+01	2PT  
-2.000915E+00	-4.077465E-06	+9.749316E+01	2PT  
-1.801046E+00	-3.669977E-06	+9.791699E+01	2PT  
-1.601074E+00	-3.262289E-06	+9.835059E+01	2PT  
-1.401132E+00	-2.854599E-06	+9.878320E+01	2PT  
-1.201164E+00	-2.446963E-06	+9.920801E+01	2PT  
-1.001178E+00	-2.039278E-06	+9.963281E+01	2PT  
-8.011145E-01	-1.631254E-06	+1.000576E+02	2PT  
-6.007356E-01	-1.222768E-06	+1.004834E+02	2PT  
-4.009375E-01	-8.160775E-07	+1.011299E+02	2PT  
-2.008063E-01	-4.079931E-07	+1.015537E+02	2PT  
-7.398542E-04	-3.106546E-11	+1.019795E+02	2PT  
+1.998882E-01	+4.091066E-07	+1.024053E+02	2PT  
+3.999675E-01	+8.171160E-07	+1.028311E+02	2PT  
+6.001745E-01	+1.225442E-06	+1.034746E+02	2PT  
+8.001330E-01	+1.633014E-06	+1.038984E+02	2PT  
+1.000164E+00	+2.040855E-06	+1.043242E+02	2PT  
+1.200151E+00	+2.448630E-06	+1.047568E+02	2PT  
+1.400079E+00	+2.856233E-06	+1.051826E+02	2PT  
+1.600004E+00	+3.263840E-06	+1.056074E+02	2PT  
+1.800273E+00	+3.672173E-06	+1.060312E+02	2PT  
+2.000125E+00	+4.079544E-06	+1.064639E+02	2PT  
+2.200052E+00	+4.487099E-06	+1.068887E+02	2PT  
+2.399949E+00	+4.894674E-06	+1.073145E+02	2PT  
+2.599859E+00	+5.302192E-06	+1.077393E+02	2PT  
+2.800183E+00	+5.710602E-06	+1.081631E+02	2PT  
+3.000217E+00	+6.118410E-06	+1.085879E+02	2PT  
+3.200214E+00	+6.526101E-06	+1.090137E+02	2PT  
+3.400152E+00	+6.933721E-06	+1.094395E+02	2PT  
+3.600127E+00	+7.341407E-06	+1.098633E+02	2PT  
+3.800483E+00	+7.749955E-06	+1.102881E+02	2PT  
+4.000463E+00	+8.157640E-06	+1.107207E+02	2PT  
+4.200391E+00	+8.565277E-06	+1.111445E+02	2PT  
+4.400332E+00	+8.972936E-06	+1.115703E+02	2PT  
+4.600200E+00	+9.380501E-06	+1.119961E+02	2PT  
+4.800382E+00	+9.788639E-06	+1.124209E+02	2PT  
+4.903947E+00	+9.999720E-06	+1.128457E+02	COMPL  2PT  
+4.903960E+00	+9.999721E-06	+1.132783E+02	COMPL  2PT  
+4.800386E+00	+9.788551E-06	+1.137031E+02	2PT  
+4.600196E+00	+9.380338E-06	+1.141367E+02	2PT  
+4.400336E+00	+8.972836E-06	+1.145625E+02	2PT  
+4.200387E+00	+8.565129E-06	+1.149961E+02	2PT  
+4.000460E+00	+8.157483E-06	+1.154219E+02	2PT  
+3.800478E+00	+7.749754E-06	+1.158555E+02	2PT  
+3.600123E+00	+7.341233E-06	+1.162803E+02	2PT  
+3.400145E+00	+6.933501E-06	+1.167041E+02	2PT  
+3.200208E+00	+6.525840E-06	+1.171289E+02	2PT  
+3.000208E+00	+6.118074E-06	+1.175547E+02	2PT  
+2.800173E+00	+5.710247E-06	+1.179805E+02	2PT  
+2.599848E+00	+5.301803E-06	+1.184053E+02	2PT  
+2.399936E+00	+4.894215E-06	+1.188291E+02	2PT  
+2.200043E+00	+4.486682E-06	+1.192549E+02	2PT  
+2.000111E+00	+4.079078E-06	+1.196865E+02	2PT  
+1.800254E+00	+3.671619E-06	+1.201123E+02	2PT  
+1.599988E+00	+3.263327E-06	+1.205381E+02	2PT  
+1.400062E+00	+2.855724E-06	+1.209639E+02	2PT  
+1.200138E+00	+2.448163E-06	+1.213887E+02	2PT  
+1.000138E+00	+2.040438E-06	+1.218125E+02	2PT  
+8.001130E-01	+1.632649E-06	+1.222383E+02	2PT  
+6.001513E-01	+1.225079E-06	+1.226641E+02	2PT  
+3.999488E-01	+8.167419E-07	+1.233086E+02	2PT  
+1.998612E-01	+4.087169E-07	+1.237422E+02	2PT  
-1.629945E-04	+8.233503E-10	+1.241670E+02	2PT  
-2.008152E-01	-4.082980E-07	+1.245918E+02	2PT  
-4.009423E-01	-8.163395E-07	+1.250166E+02	2PT  
-6.007298E-01	-1.222976E-06	+1.256602E+02	2PT  
-8.011093E-01	-1.631453E-06	+1.260840E+02	2PT  
-1.001173E+00	-2.039276E-06	+1.265088E+02	2PT  
-1.201159E+00	-2.446950E-06	+1.269346E+02	2PT  
-1.401133E+00	-2.854445E-06	+1.273584E+02	2PT  
-1.601073E+00	-3.262104E-06	+1.277832E+02	2PT  
-1.801043E+00	-3.669748E-06	+1.282090E+02	2PT  
-2.000919E+00	-4.077202E-06	+1.286416E+02	2PT  
-2.201182E+00	-4.485437E-06	+1.290674E+02	2PT  
-2.401116E+00	-4.892989E-06	+1.294912E+02	2PT  
-2.601033E+00	-5.300500E-06	+1.299170E+02	2PT  
-2.801057E+00	-5.708238E-06	+1.303506E+02	2PT  
-3.001101E+00	-6.116001E-06	+1.307764E+02	2PT  
-3.201128E+00	-6.523759E-06	+1.312012E+02	2PT  
-3.401408E+00	-6.932051E-06	+1.316270E+02	2PT  
-3.601396E+00	-7.339552E-06	+1.320527E+02	2PT  
-3.801449E+00	-7.747506E-06	+1.324863E+02	2PT  
-4.001441E+00	-8.155112E-06	+1.329121E+02	2PT  
-4.201388E+00	-8.562797E-06	+1.333379E+02	2PT  
-4.401340E+00	-8.970440E-06	+1.337617E+02	2PT  
-4.601573E+00	-9.378633E-06	+1.341875E+02	2PT  
-4.801435E+00	-9.785983E-06	+1.346133E+02	2PT  
-4.906409E+00	-9.999930E-06	+1.350391E+02	COMPL  2PT  


[[PARAMS]]
DeviceArea=1.0000000000E+0
Slope neighborhood=1.0000000000E+0
LateralCorrectionFactor=1.0000000000E+0
Sample thickness=5.0000000000E+2
IncidentSpectrum=1.0000000000E+2
FourProbeSpacing=2.2900000000E+3
Max flicker=5.0000000000E+0
IdCrappyFit=TRUE
TemperatureK=3.0000000000E+2

